x,y,C_pct_1m
429146.313,6058195.5,1.09376969
428726.313,6057625.5,1.09408371
428636.313,6057595.5,1.09540595
428966.313,6058465.5,1.09569265
422696.313,6058315.5,1.09655025
424466.313,6055795.5,1.09688245
422666.313,6058285.5,1.09692568
429146.313,6058315.5,1.09705612
422756.313,6058195.5,1.09707943
428936.313,6058465.5,1.09733023
428966.313,6058495.5,1.09760637
432116.313,6058465.5,1.09781113
428606.313,6057655.5,1.09785758
431546.313,6057715.5,1.09803659
422726.313,6058225.5,1.09809432
429026.313,6058135.5,1.09821372
428636.313,6057655.5,1.09829737
422756.313,6058345.5,1.09830492
429146.313,6058255.5,1.09830644
428696.313,6057745.5,1.0983775
428666.313,6057715.5,1.09850159
422726.313,6058345.5,1.09854774
428666.313,6057655.5,1.09869616
428636.313,6057685.5,1.09870657
428606.313,6057745.5,1.09871608
428696.313,6057685.5,1.09873714
428666.313,6057745.5,1.09874702
428636.313,6057715.5,1.09874957
428606.313,6057685.5,1.09875207
428606.313,6057715.5,1.09879492
428636.313,6057745.5,1.09887339
428666.313,6057685.5,1.09890416
428696.313,6057715.5,1.09910438
422756.313,6058225.5,1.0991555
425336.313,6055615.5,1.0991776
432146.313,6058495.5,1.09933425
432176.313,6058525.5,1.09933629
432146.313,6058465.5,1.0993904
428726.313,6057505.5,1.09941759
432116.313,6058525.5,1.09947489
432176.313,6058465.5,1.09948498
429116.313,6058195.5,1.09949088
429056.313,6058135.5,1.09950517
432116.313,6058495.5,1.0995853
422636.313,6058255.5,1.09967618
432176.313,6058495.5,1.09969284
432146.313,6058525.5,1.0997093
425306.313,6055615.5,1.09992415
429086.313,6058135.5,1.09994577
428996.313,6058465.5,1.10052224
428936.313,6058495.5,1.10102831
431576.313,6057325.5,1.10103796
422666.313,6058315.5,1.10147946
428906.313,6058465.5,1.10151278
429116.313,6058255.5,1.10171222
423236.313,6057415.5,1.10186671
423236.313,6057385.5,1.10189899
431066.313,6058195.5,1.10241483
428906.313,6058495.5,1.10252954
428636.313,6057565.5,1.10253025
431066.313,6058225.5,1.10267069
431096.313,6058225.5,1.10270431
422756.313,6058045.5,1.10272352
429116.313,6058285.5,1.10277437
431096.313,6058195.5,1.10285895
428696.313,6057655.5,1.10298719
422726.313,6058075.5,1.10317265
422726.313,6058105.5,1.10324585
422756.313,6058075.5,1.10328298
422756.313,6058105.5,1.1033153
431486.313,6057355.5,1.10341693
422726.313,6058045.5,1.10346365
431456.313,6057355.5,1.10350654
431636.313,6057295.5,1.10361622
424466.313,6055825.5,1.1037085
425366.313,6055705.5,1.10381933
422636.313,6058315.5,1.1038887
431426.313,6057355.5,1.10432537
432176.313,6058315.5,1.10562636
432116.313,6058285.5,1.10610384
429176.313,6058165.5,1.10628379
429146.313,6058165.5,1.10628983
429116.313,6058165.5,1.10637609
431606.313,6057475.5,1.10646523
431696.313,6057445.5,1.1065781
422636.313,6058285.5,1.10662613
422786.313,6058165.5,1.10666426
428786.313,6058285.5,1.10668713
428966.313,6058525.5,1.10669625
428786.313,6058255.5,1.1067662
428756.313,6058255.5,1.10677053
428786.313,6058345.5,1.10677132
428756.313,6058285.5,1.10677245
428756.313,6058315.5,1.10677431
428786.313,6058315.5,1.10685105
428756.313,6058345.5,1.1068571
422666.313,6058375.5,1.10729763
428996.313,6058495.5,1.10776333
428726.313,6057535.5,1.10809591
431696.313,6057475.5,1.1081169
431666.313,6057505.5,1.10900582
431606.313,6057535.5,1.1090713
431666.313,6057475.5,1.10910308
431696.313,6057535.5,1.10912612
431696.313,6057505.5,1.10915846
431456.313,6057625.5,1.10916444
431666.313,6057535.5,1.10917537
431636.313,6057505.5,1.10917816
431636.313,6057475.5,1.10920358
428726.313,6058255.5,1.10924697
431636.313,6057535.5,1.10930569
431606.313,6057505.5,1.10935011
428726.313,6058315.5,1.10945325
431546.313,6057325.5,1.10953555
428726.313,6058345.5,1.10953607
422696.313,6058195.5,1.10957115
431126.313,6058045.5,1.10959615
431186.313,6058045.5,1.10962403
428726.313,6058285.5,1.10965399
431546.313,6057265.5,1.10977381
432356.313,6058435.5,1.10978053
431516.313,6057325.5,1.10979116
429086.313,6058075.5,1.10979324
431576.313,6057295.5,1.10979666
431576.313,6057265.5,1.10980174
429026.313,6058075.5,1.10980346
432386.313,6058405.5,1.10980762
432386.313,6058435.5,1.10981209
432356.313,6058405.5,1.10981659
432326.313,6058405.5,1.1098255
431516.313,6057295.5,1.10982761
432326.313,6058435.5,1.10982995
429056.313,6058105.5,1.10984133
429026.313,6058105.5,1.10984636
431546.313,6057295.5,1.10985777
429086.313,6058105.5,1.10987675
429056.313,6058075.5,1.1098794
429116.313,6058375.5,1.10994318
431516.313,6057265.5,1.11010704
432176.313,6058615.5,1.11012306
432116.313,6058585.5,1.11013602
428876.313,6058615.5,1.11019087
432146.313,6058555.5,1.11028513
431186.313,6058015.5,1.11030944
431156.313,6058015.5,1.1103963
432176.313,6058555.5,1.11039805
431126.313,6058015.5,1.11039809
428696.313,6057415.5,1.11040216
432146.313,6058585.5,1.11041102
432116.313,6058615.5,1.11042387
432176.313,6058585.5,1.11052392
432116.313,6058555.5,1.11053686
432146.313,6058615.5,1.11069888
432416.313,6058495.5,1.11072533
432146.313,6058645.5,1.11077968
432116.313,6058645.5,1.11078825
432446.313,6058525.5,1.11080184
432476.313,6058465.5,1.11082435
432476.313,6058495.5,1.11082885
432446.313,6058465.5,1.11083339
428696.313,6057505.5,1.1108361
432416.313,6058465.5,1.1108424
428696.313,6057535.5,1.11084402
432416.313,6058525.5,1.11085133
432476.313,6058525.5,1.11087387
432446.313,6058495.5,1.11095942
423206.313,6057355.5,1.11108567
423176.313,6057355.5,1.11109363
423146.313,6057355.5,1.11114185
429176.313,6058285.5,1.11114196
423116.313,6057355.5,1.11114931
422636.313,6058105.5,1.11121243
422636.313,6058075.5,1.11130025
422666.313,6058105.5,1.11144474
422696.313,6058045.5,1.11144826
428996.313,6058045.5,1.11148956
422696.313,6058105.5,1.11151474
422666.313,6058045.5,1.11153967
422696.313,6058075.5,1.11160323
428876.313,6058525.5,1.11161339
422666.313,6058075.5,1.11161393
428966.313,6057985.5,1.11177341
422636.313,6058045.5,1.11183339
428786.313,6057355.5,1.11205085
422696.313,6058225.5,1.1120695
423116.313,6057325.5,1.11210939
428786.313,6058375.5,1.11215573
428756.313,6058375.5,1.11216316
422666.313,6058225.5,1.11233095
422666.313,6058195.5,1.11234168
422636.313,6058225.5,1.11234537
422666.313,6058165.5,1.11247207
428996.313,6058525.5,1.11248571
428756.313,6058435.5,1.11253423
428756.313,6058405.5,1.11253767
428786.313,6058435.5,1.11253922
428936.313,6058015.5,1.11259107
428996.313,6057985.5,1.11265966
423146.313,6057325.5,1.11279125
428906.313,6057955.5,1.11279392
428996.313,6057955.5,1.11290031
428996.313,6058015.5,1.11290517
428966.313,6058045.5,1.11291257
428906.313,6058045.5,1.11292242
428966.313,6057955.5,1.11294592
428936.313,6057955.5,1.11295097
428936.313,6057985.5,1.11295335
428906.313,6058015.5,1.11296062
428936.313,6058045.5,1.11307957
428906.313,6057985.5,1.11307985
428756.313,6057415.5,1.1132079
422636.313,6058375.5,1.11341284
424466.313,6055885.5,1.11343477
428936.313,6058525.5,1.11379652
432386.313,6058375.5,1.11381347
432356.313,6058375.5,1.11386297
432326.313,6058375.5,1.11387191
428636.313,6057535.5,1.11424478
428966.313,6058015.5,1.11432822
425636.313,6056485.5,1.11443559
428846.313,6058015.5,1.11447192
431156.313,6058135.5,1.11450095
428876.313,6057985.5,1.11478893
428816.313,6058045.5,1.11480297
428876.313,6057955.5,1.11482714
428846.313,6057955.5,1.11483203
431186.313,6058075.5,1.11483302
428846.313,6057985.5,1.11483431
428816.313,6058015.5,1.1148413
428726.313,6058375.5,1.11484261
429176.313,6058435.5,1.11486161
429146.313,6058405.5,1.11486352
429146.313,6058435.5,1.11486548
428876.313,6058015.5,1.11487225
428876.313,6058045.5,1.1148745
428816.313,6057955.5,1.11487739
428816.313,6057985.5,1.11487961
429176.313,6058405.5,1.11494018
429116.313,6058435.5,1.11494595
428846.313,6058045.5,1.11512237
431606.313,6057625.5,1.11525102
432296.313,6058345.5,1.1152856
432296.313,6058315.5,1.11536236
432266.313,6058255.5,1.11536241
432296.313,6058285.5,1.11539854
432266.313,6058315.5,1.1154103
431666.313,6057595.5,1.11543272
432296.313,6058255.5,1.1154346
432266.313,6058285.5,1.11544753
432266.313,6058345.5,1.11545362
428636.313,6057385.5,1.11549985
431156.313,6058045.5,1.11570234
431186.313,6058105.5,1.11580874
429146.313,6058285.5,1.11581437
428756.313,6057385.5,1.11582978
429086.313,6058525.5,1.11604014
422786.313,6058315.5,1.11606806
432116.313,6058405.5,1.11608051
432146.313,6058285.5,1.11609555
431636.313,6057565.5,1.11616638
431606.313,6057565.5,1.11621548
431696.313,6057565.5,1.11623009
431666.313,6057625.5,1.11624721
431636.313,6057595.5,1.11625162
431696.313,6057625.5,1.11631963
431666.313,6057565.5,1.1163198
428786.313,6057835.5,1.11636426
431606.313,6057595.5,1.11638166
425366.313,6055675.5,1.11644096
429116.313,6058405.5,1.11652737
422696.313,6058375.5,1.11654452
422636.313,6058345.5,1.11663444
432236.313,6058255.5,1.11669246
432206.313,6058285.5,1.11676761
428636.313,6057475.5,1.11677168
432206.313,6058255.5,1.11677748
431696.313,6057595.5,1.11680158
422636.313,6058195.5,1.11685218
432236.313,6058285.5,1.11685581
432236.313,6058345.5,1.11693124
429176.313,6058375.5,1.11694345
428906.313,6058645.5,1.11695767
431636.313,6057625.5,1.11710655
428756.313,6057445.5,1.11717282
422696.313,6058165.5,1.11724007
428786.313,6058405.5,1.11726235
423266.313,6057415.5,1.11734731
428756.313,6057805.5,1.11754176
422636.313,6058165.5,1.11762962
428786.313,6057775.5,1.11773692
428756.313,6057775.5,1.11774193
428756.313,6057835.5,1.11774667
432206.313,6058345.5,1.11775077
428726.313,6058405.5,1.11811923
428726.313,6058435.5,1.11812017
428786.313,6058465.5,1.11833623
428666.313,6057475.5,1.1184006
428606.313,6057535.5,1.11842647
422786.313,6058255.5,1.11868841
428726.313,6057385.5,1.11868851
429146.313,6058225.5,1.11875509
423326.313,6055675.5,1.11926609
428786.313,6057805.5,1.11931945
422696.313,6058345.5,1.11938066
428726.313,6057475.5,1.11981377
431456.313,6057685.5,1.11983493
429086.313,6058495.5,1.1199455
422066.313,6057325.5,1.1199594
431606.313,6057325.5,1.11998146
429176.313,6058195.5,1.12000645
423236.313,6057295.5,1.12003268
431636.313,6057715.5,1.12004532
429146.313,6058375.5,1.12006781
432116.313,6058255.5,1.12007746
431696.313,6057685.5,1.12022805
422006.313,6057355.5,1.12038956
423656.313,6055765.5,1.12039407
432236.313,6058315.5,1.12041879
431696.313,6057655.5,1.12046721
431696.313,6057715.5,1.12047475
431666.313,6057715.5,1.12048307
431636.313,6057685.5,1.12048782
431606.313,6057745.5,1.12050037
431696.313,6057745.5,1.12051701
431636.313,6057745.5,1.12053202
431666.313,6057655.5,1.12055682
431666.313,6057745.5,1.12056472
431606.313,6057655.5,1.12057268
423236.313,6057265.5,1.12060537
428666.313,6057505.5,1.12065416
431606.313,6057685.5,1.1206567
431636.313,6057655.5,1.12068675
431666.313,6057265.5,1.1207483
424586.313,6055495.5,1.12093932
431666.313,6057685.5,1.12100635
428726.313,6057415.5,1.12102877
431186.313,6058135.5,1.12103173
424466.313,6055855.5,1.12122354
431606.313,6057715.5,1.1212677
432206.313,6058315.5,1.12132793
431606.313,6057445.5,1.12141278
422786.313,6058285.5,1.12208567
428726.313,6057775.5,1.12217111
432206.313,6058375.5,1.12219742
428726.313,6057835.5,1.12229727
428876.313,6057565.5,1.12230783
425696.313,6056455.5,1.12235585
428726.313,6057805.5,1.12237602
428606.313,6057475.5,1.12243281
423296.313,6057055.5,1.12244369
424466.313,6055915.5,1.12257589
428786.313,6058195.5,1.12267849
428756.313,6058165.5,1.12268092
428756.313,6058195.5,1.1226829
428786.313,6058165.5,1.12271698
428786.313,6058225.5,1.122721
428756.313,6058225.5,1.12276589
431456.313,6057295.5,1.1227864
422036.313,6057325.5,1.12279784
423386.313,6055735.5,1.12280777
422666.313,6058345.5,1.12280919
423296.313,6057415.5,1.12287708
424466.313,6057145.5,1.1229297
431486.313,6057265.5,1.1232192
431426.313,6057325.5,1.12324487
431486.313,6057325.5,1.12334926
431456.313,6057265.5,1.12338989
431426.313,6057295.5,1.12340271
432146.313,6058255.5,1.12341527
431456.313,6057325.5,1.12347941
428816.313,6058585.5,1.12369255
425276.313,6055615.5,1.12372613
431636.313,6057265.5,1.12373734
431486.313,6057295.5,1.12383119
431426.313,6057265.5,1.12404671
424586.313,6055525.5,1.12404831
428816.313,6058495.5,1.12431349
429176.313,6058225.5,1.12451316
431456.313,6057655.5,1.12490325
423356.313,6057055.5,1.12493616
423656.313,6055675.5,1.12503503
428666.313,6057385.5,1.12518399
428786.313,6057385.5,1.12522198
428726.313,6058195.5,1.125362
428726.313,6058225.5,1.12536392
428726.313,6058165.5,1.12540057
425696.313,6056395.5,1.12552062
422786.313,6058195.5,1.12575652
432176.313,6058255.5,1.12579569
423296.313,6057385.5,1.12580707
423266.313,6057385.5,1.12589939
425306.313,6055645.5,1.12592729
424676.313,6055525.5,1.125933
428666.313,6057355.5,1.12601737
428666.313,6057415.5,1.12602087
432146.313,6058315.5,1.12611054
423236.313,6057475.5,1.1261731
432176.313,6058285.5,1.12629067
428576.313,6057535.5,1.12637983
428576.313,6057505.5,1.12639377
423686.313,6055675.5,1.12652706
423626.313,6055675.5,1.12660772
422756.313,6057985.5,1.12672071
429176.313,6058255.5,1.12674645
422096.313,6057325.5,1.1268412
428726.313,6057445.5,1.12692432
423656.313,6055705.5,1.1269317
424496.313,6057115.5,1.12698638
429086.313,6058465.5,1.1271497
423236.313,6057445.5,1.12715209
432716.313,6058225.5,1.12726523
424436.313,6057235.5,1.12727543
428846.313,6058525.5,1.12732378
423236.313,6057205.5,1.12734206
423236.313,6057235.5,1.12737832
423236.313,6057145.5,1.12739013
423236.313,6057175.5,1.12742706
422036.313,6057385.5,1.12749259
429056.313,6058465.5,1.12762547
424496.313,6057055.5,1.12772763
429236.313,6057115.5,1.12785877
428696.313,6057445.5,1.12788712
428816.313,6057535.5,1.12792414
428696.313,6057385.5,1.12795107
425186.313,6055375.5,1.12795217
428756.313,6057895.5,1.12800256
425396.313,6055705.5,1.12802303
431516.313,6057715.5,1.12820557
431636.313,6057445.5,1.1285538
432596.313,6058555.5,1.1285799
425666.313,6056485.5,1.12858755
422786.313,6058225.5,1.1286251
425306.313,6055675.5,1.12864891
428636.313,6057505.5,1.12878355
428786.313,6057895.5,1.12905116
428786.313,6057925.5,1.12913443
428756.313,6057925.5,1.12913919
428846.313,6057685.5,1.12925282
428786.313,6057415.5,1.12929144
432206.313,6058405.5,1.12930248
428786.313,6057865.5,1.12931598
424616.313,6055495.5,1.1294092
428756.313,6057355.5,1.12958325
428636.313,6057355.5,1.12962728
428606.313,6057355.5,1.12963216
422906.313,6058225.5,1.12969244
428696.313,6057355.5,1.12970083
428846.313,6057895.5,1.12974998
428876.313,6057925.5,1.12982843
428846.313,6057925.5,1.12983335
422786.313,6058345.5,1.12984743
428876.313,6058465.5,1.12986512
428816.313,6057925.5,1.12987874
428876.313,6057895.5,1.12990708
428816.313,6057895.5,1.12991697
422636.313,6057985.5,1.12997737
429206.313,6057025.5,1.12998559
428876.313,6057865.5,1.13000972
428816.313,6057865.5,1.13010072
422876.313,6058255.5,1.13011233
428696.313,6057475.5,1.13022275
424466.313,6057115.5,1.13023475
425366.313,6055645.5,1.13024136
422846.313,6058225.5,1.13025115
428846.313,6057865.5,1.13025782
424436.313,6057055.5,1.13027887
424436.313,6057085.5,1.13030953
424646.313,6055495.5,1.13038962
424466.313,6057055.5,1.13042853
424436.313,6057115.5,1.13045997
422036.313,6057355.5,1.13052138
424466.313,6057085.5,1.13057653
432506.313,6058555.5,1.13071403
428816.313,6058465.5,1.13077483
428756.313,6057865.5,1.13081989
432536.313,6058585.5,1.13087148
432566.313,6058555.5,1.13089839
428816.313,6057655.5,1.13091654
432506.313,6058585.5,1.13092106
422906.313,6058255.5,1.1309403
423296.313,6057085.5,1.13095903
421976.313,6057325.5,1.13098629
432536.313,6058555.5,1.13102907
428876.313,6057655.5,1.13106781
428876.313,6057685.5,1.13107069
428846.313,6057745.5,1.13108131
428876.313,6057715.5,1.1311544
428846.313,6057715.5,1.13115968
428816.313,6057685.5,1.13116229
428816.313,6057715.5,1.13120542
428876.313,6057745.5,1.13123815
428726.313,6057355.5,1.13125053
428966.313,6058645.5,1.13143657
429056.313,6058525.5,1.13144627
428846.313,6058465.5,1.13161741
422756.313,6058015.5,1.13178129
432026.313,6058195.5,1.13181711
423386.313,6057385.5,1.13188146
432086.313,6058195.5,1.13189685
422816.313,6058195.5,1.13190053
423356.313,6057385.5,1.13197
425156.313,6055375.5,1.13203016
423326.313,6057385.5,1.13205994
428876.313,6058645.5,1.13221528
423386.313,6057415.5,1.13223158
