x,y,C_pct_1m
233956.938,6512967.5,1.132931
238906.938,6512247.5,1.132964
239026.938,6512067.5,1.132975
234556.938,6512727.5,1.133018
235696.938,6512727.5,1.133031
234436.938,6513507.5,1.133351
234166.938,6513117.5,1.133551
235246.938,6511647.5,1.133657
234436.938,6513567.5,1.133967
238966.938,6512067.5,1.134007
234226.938,6513177.5,1.13405
234346.938,6513237.5,1.13422
234496.938,6512847.5,1.134245
239236.938,6510867.5,1.134267
233896.938,6513057.5,1.134282
234586.938,6512727.5,1.134427
234166.938,6512787.5,1.134444
234016.938,6512997.5,1.134566
234406.938,6513237.5,1.134608
234766.938,6513597.5,1.134685
234556.938,6512817.5,1.134832
239146.938,6510717.5,1.134946
235906.938,6512547.5,1.134966
235636.938,6513177.5,1.135233
234406.938,6513417.5,1.135324
234136.938,6512787.5,1.135649
234196.938,6512787.5,1.135672
234586.938,6513687.5,1.13568
234136.938,6512757.5,1.135688
234766.938,6513687.5,1.135701
234196.938,6512757.5,1.135854
234826.938,6513687.5,1.135941
233986.938,6512847.5,1.135997
234286.938,6513417.5,1.136262
235666.938,6512727.5,1.136316
238966.938,6512127.5,1.136378
234406.938,6513597.5,1.136641
234166.938,6512757.5,1.136703
234226.938,6512937.5,1.137012
234226.938,6513207.5,1.137074
234226.938,6512967.5,1.137182
234046.938,6513207.5,1.137279
240226.938,6511767.5,1.137345
235756.938,6512697.5,1.137414
235666.938,6513147.5,1.137572
235666.938,6512847.5,1.137588
235636.938,6512997.5,1.137622
239116.938,6510687.5,1.137642
238966.938,6512157.5,1.137664
234526.938,6512757.5,1.137688
235696.938,6512757.5,1.137797
234376.938,6513237.5,1.137824
234496.938,6512787.5,1.137858
234556.938,6512847.5,1.137859
234076.938,6512847.5,1.13812
239176.938,6510087.5,1.138282
239596.938,6511887.5,1.138628
235576.938,6513447.5,1.138713
235666.938,6513057.5,1.139045
235456.938,6511647.5,1.139051
235696.938,6512967.5,1.139172
234076.938,6513177.5,1.139496
234586.938,6512757.5,1.139526
238966.938,6510657.5,1.139591
238936.938,6511167.5,1.13966
238816.938,6512067.5,1.139696
235636.938,6513087.5,1.139723
235666.938,6513177.5,1.139729
235906.938,6512457.5,1.140132
235666.938,6513117.5,1.140706
239176.938,6510807.5,1.140835
235636.938,6512967.5,1.140906
239026.938,6510507.5,1.140954
234256.938,6513177.5,1.141151
234316.938,6513087.5,1.141155
234706.938,6513237.5,1.141302
235696.938,6513057.5,1.14147
238936.938,6510687.5,1.141517
239416.938,6509997.5,1.141653
235486.938,6513537.5,1.141773
235576.938,6513417.5,1.141808
239596.938,6510777.5,1.141918
235636.938,6513027.5,1.142161
239626.938,6509667.5,1.142481
238996.938,6510657.5,1.14258
234346.938,6513417.5,1.142741
234106.938,6513237.5,1.142763
234886.938,6513447.5,1.143247
234406.938,6513387.5,1.143525
234616.938,6513687.5,1.143639
234436.938,6513477.5,1.143713
233986.938,6513087.5,1.143722
234856.938,6513657.5,1.143756
239056.938,6510477.5,1.143782
235786.938,6512577.5,1.144114
235876.938,6512547.5,1.144192
240016.938,6512967.5,1.144269
234676.938,6513477.5,1.144317
235546.938,6513417.5,1.144402
234286.938,6513177.5,1.144517
234196.938,6513207.5,1.144677
239086.938,6510687.5,1.144787
235696.938,6512697.5,1.144828
239476.938,6509967.5,1.144836
238996.938,6510537.5,1.14485
234586.938,6512787.5,1.144856
239836.938,6512397.5,1.14486
239026.938,6512127.5,1.14496
234526.938,6512787.5,1.14496
234526.938,6512817.5,1.144974
234466.938,6513447.5,1.145028
238876.938,6510417.5,1.145492
235696.938,6512997.5,1.145512
235666.938,6512517.5,1.145606
235756.938,6512577.5,1.145606
234016.938,6513117.5,1.1457
234676.938,6512817.5,1.145824
239206.938,6510807.5,1.146172
235636.938,6513207.5,1.146436
234916.938,6513597.5,1.146519
235366.938,6511887.5,1.146608
234286.938,6513027.5,1.146672
234256.938,6512997.5,1.146762
233926.938,6512967.5,1.146854
234196.938,6513147.5,1.146865
235666.938,6512817.5,1.147017
239086.938,6510597.5,1.147025
234286.938,6513057.5,1.147133
234286.938,6512967.5,1.14721
234376.938,6513687.5,1.147221
235366.938,6511947.5,1.14736
234706.938,6513687.5,1.147581
238936.938,6512217.5,1.147584
238756.938,6510177.5,1.14768
239116.938,6510657.5,1.147776
234436.938,6513357.5,1.147799
234226.938,6513147.5,1.147818
234736.938,6513687.5,1.14785
234016.938,6513027.5,1.147922
240196.938,6512877.5,1.148022
239206.938,6510837.5,1.148026
234796.938,6513567.5,1.148211
235276.938,6511677.5,1.148214
240166.938,6513027.5,1.14826
233866.938,6512967.5,1.148292
235666.938,6512757.5,1.148445
234466.938,6513417.5,1.148457
240286.938,6511767.5,1.148462
234586.938,6512847.5,1.148466
234256.938,6512967.5,1.14852
235186.938,6513537.5,1.148543
238996.938,6512067.5,1.14868
240016.938,6512997.5,1.148804
238486.938,6510867.5,1.148847
234766.938,6513657.5,1.148886
240196.938,6512907.5,1.14896
234376.938,6513447.5,1.149042
234106.938,6512877.5,1.14916
234586.938,6513717.5,1.149202
235336.938,6513147.5,1.149214
234076.938,6512877.5,1.149219
234286.938,6512937.5,1.149455
234466.938,6513477.5,1.14953
234706.938,6513717.5,1.149857
238486.938,6510927.5,1.149986
238936.938,6510627.5,1.15001
234736.938,6513717.5,1.150011
240076.938,6512997.5,1.150012
238906.938,6510717.5,1.150128
235636.938,6513147.5,1.150129
234706.938,6513447.5,1.150132
239116.938,6512007.5,1.15041
235636.938,6513237.5,1.150463
239806.938,6510537.5,1.150544
234166.938,6513147.5,1.150615
234286.938,6512997.5,1.150663
239086.938,6510657.5,1.150675
234706.938,6513417.5,1.151159
234256.938,6512937.5,1.151167
234526.938,6512847.5,1.151232
235396.938,6513267.5,1.151246
234826.938,6513597.5,1.151248
234436.938,6513327.5,1.151499
234346.938,6513177.5,1.151815
239746.938,6510897.5,1.151871
239686.938,6510957.5,1.152201
235786.938,6512667.5,1.152534
234496.938,6512817.5,1.152679
234226.938,6513117.5,1.152755
238846.938,6510417.5,1.153032
235486.938,6512277.5,1.153071
235516.938,6512277.5,1.153106
234076.938,6513057.5,1.153257
234406.938,6513207.5,1.153303
240166.938,6511437.5,1.153526
239056.938,6510687.5,1.153547
235696.938,6513147.5,1.153621
235666.938,6513207.5,1.153645
233866.938,6512997.5,1.153806
234706.938,6513477.5,1.153826
233896.938,6512967.5,1.153896
238936.938,6512187.5,1.153929
235426.938,6513177.5,1.15393
235636.938,6513117.5,1.153942
234856.938,6513597.5,1.153989
235666.938,6512667.5,1.154106
234376.938,6513147.5,1.154179
233806.938,6513027.5,1.154273
235246.938,6512967.5,1.154303
238456.938,6510927.5,1.154325
240046.938,6512967.5,1.154418
238816.938,6510057.5,1.154529
240226.938,6511827.5,1.154697
234706.938,6513657.5,1.155142
235606.938,6513057.5,1.15524
234256.938,6513447.5,1.155281
234556.938,6512757.5,1.155318
234106.938,6512817.5,1.155452
234106.938,6512847.5,1.155457
238756.938,6510147.5,1.155489
235606.938,6513027.5,1.155543
238876.938,6509997.5,1.155611
234616.938,6512907.5,1.155709
234046.938,6512817.5,1.155739
235546.938,6513447.5,1.156542
234166.938,6513327.5,1.156768
234316.938,6513237.5,1.156929
234856.938,6513627.5,1.156972
234076.938,6512817.5,1.157064
235396.938,6511917.5,1.157328
235246.938,6511617.5,1.157552
235456.938,6513477.5,1.157653
234316.938,6513417.5,1.157704
238996.938,6512097.5,1.157731
234436.938,6513447.5,1.157773
238636.938,6510717.5,1.157819
235306.938,6512997.5,1.157901
235606.938,6513087.5,1.157949
234676.938,6512847.5,1.158092
238846.938,6512067.5,1.158255
234946.938,6513627.5,1.158273
234676.938,6512787.5,1.158533
234886.938,6513627.5,1.158601
234586.938,6512937.5,1.15877
234466.938,6513387.5,1.158926
238966.938,6512187.5,1.159005
239026.938,6510537.5,1.159015
239806.938,6512517.5,1.159026
234646.938,6512817.5,1.159293
235216.938,6512997.5,1.159565
235636.938,6513057.5,1.159869
240106.938,6512937.5,1.159898
234526.938,6512877.5,1.160015
234796.938,6513687.5,1.160103
240196.938,6511437.5,1.160188
239986.938,6512247.5,1.160274
234856.938,6513417.5,1.1603
239026.938,6510597.5,1.160343
238786.938,6512097.5,1.160396
235636.938,6512787.5,1.160567
235276.938,6511707.5,1.160726
233806.938,6512997.5,1.160756
238336.938,6510207.5,1.160834
235456.938,6511857.5,1.160884
238996.938,6510567.5,1.160998
235576.938,6513387.5,1.161004
235246.938,6513567.5,1.161033
235426.938,6511647.5,1.161044
233866.938,6513087.5,1.161092
234676.938,6513687.5,1.161099
235726.938,6512667.5,1.161172
238996.938,6509847.5,1.161305
238456.938,6510957.5,1.161397
240106.938,6513027.5,1.161413
238996.938,6512157.5,1.161417
238816.938,6510687.5,1.161448
234376.938,6513117.5,1.161487
233896.938,6513027.5,1.161673
235636.938,6512757.5,1.161722
235246.938,6513057.5,1.16176
238876.938,6510717.5,1.16185
235216.938,6512937.5,1.161945
234556.938,6512787.5,1.162037
234286.938,6513447.5,1.162053
235666.938,6512547.5,1.162191
235516.938,6513507.5,1.162306
235546.938,6513387.5,1.162341
235246.938,6513027.5,1.162455
240046.938,6513027.5,1.162527
234436.938,6513267.5,1.162579
233926.938,6513117.5,1.162616
234646.938,6513687.5,1.162689
238906.938,6510177.5,1.162798
239116.938,6510627.5,1.162847
234826.938,6513387.5,1.162877
235516.938,6513207.5,1.162916
235396.938,6511647.5,1.162928
238636.938,6510747.5,1.162935
234736.938,6513657.5,1.162974
238936.938,6512247.5,1.163202
239776.938,6510897.5,1.163281
239086.938,6510627.5,1.163425
234676.938,6513417.5,1.163514
240196.938,6512547.5,1.163528
238966.938,6510627.5,1.163562
239146.938,6510687.5,1.16359
240136.938,6512967.5,1.163629
234646.938,6512847.5,1.163665
234706.938,6513507.5,1.163763
238936.938,6510027.5,1.163859
235696.938,6512847.5,1.163862
238906.938,6512217.5,1.163921
235306.938,6513627.5,1.163938
240076.938,6512937.5,1.163953
238966.938,6510507.5,1.163969
238306.938,6510207.5,1.164072
238846.938,6512097.5,1.16425
239716.938,6510897.5,1.164293
239206.938,6510087.5,1.164315
239866.938,6512457.5,1.164478
239026.938,6510477.5,1.16455
235786.938,6512487.5,1.164596
234736.938,6513237.5,1.164627
234736.938,6513627.5,1.16467
234676.938,6513747.5,1.164729
238666.938,6510717.5,1.164984
240016.938,6512937.5,1.164994
240046.938,6512937.5,1.165009
235336.938,6511857.5,1.165013
235456.938,6511827.5,1.165054
235456.938,6513507.5,1.165067
238576.938,6510777.5,1.165208
239026.938,6510657.5,1.165271
234646.938,6512877.5,1.165289
238966.938,6510537.5,1.165315
234646.938,6513747.5,1.165343
234916.938,6513357.5,1.165384
239536.938,6509967.5,1.165407
234106.938,6513177.5,1.165484
234046.938,6513117.5,1.165501
234076.938,6513087.5,1.16566
235876.938,6512427.5,1.165729
234256.938,6513087.5,1.165816
234226.938,6513237.5,1.165825
234616.938,6513717.5,1.165922
234706.938,6513207.5,1.166013
234346.938,6512967.5,1.166049
234466.938,6513537.5,1.166074
238666.938,6510747.5,1.166117
239956.938,6512277.5,1.166122
235396.938,6511887.5,1.166191
234376.938,6512967.5,1.16622
235486.938,6513177.5,1.166251
233836.938,6513057.5,1.16626
234346.938,6512937.5,1.166277
234376.938,6512997.5,1.166295
235336.938,6513117.5,1.166367
234376.938,6512937.5,1.166397
235276.938,6513087.5,1.166428
235306.938,6513117.5,1.166484
235306.938,6513147.5,1.166486
234316.938,6512937.5,1.1665
235276.938,6513117.5,1.166509
235336.938,6513087.5,1.166532
235306.938,6513087.5,1.166544
234616.938,6512817.5,1.166743
235366.938,6513147.5,1.166973
239176.938,6510777.5,1.167012
239056.938,6512037.5,1.167016
235606.938,6513177.5,1.167135
235666.938,6512697.5,1.167343
238966.938,6510687.5,1.167355
240016.938,6512907.5,1.167379
238666.938,6510777.5,1.167414
238336.938,6510267.5,1.167478
240076.938,6512907.5,1.167558
240046.938,6512907.5,1.167581
234916.938,6513177.5,1.16768
238336.938,6510147.5,1.167693
234346.938,6513027.5,1.167713
238906.938,6512097.5,1.167745
234316.938,6512997.5,1.167829
234316.938,6512967.5,1.167845
234766.938,6513717.5,1.168034
234796.938,6513417.5,1.168049
234376.938,6513027.5,1.168067
239086.938,6510717.5,1.168166
234346.938,6512997.5,1.168173
234316.938,6513027.5,1.168187
235246.938,6513597.5,1.168201
235906.938,6512367.5,1.16825
238966.938,6512097.5,1.168291
235246.938,6513657.5,1.168324
235366.938,6511647.5,1.168345
235876.938,6512577.5,1.168391
238606.938,6510717.5,1.16849
239806.938,6510927.5,1.16864
235696.938,6513177.5,1.168698
240016.938,6512877.5,1.168791
234646.938,6513717.5,1.168818
239596.938,6511857.5,1.168923
235456.938,6511707.5,1.168973
239026.938,6510567.5,1.168988
240046.938,6512877.5,1.169003
240076.938,6512877.5,1.169021
234076.938,6513147.5,1.169036
235696.938,6512937.5,1.169232
235276.938,6513147.5,1.169259
238816.938,6510807.5,1.169325
240016.938,6512547.5,1.169353
234136.938,6513177.5,1.169365
234226.938,6513267.5,1.169452
234406.938,6513687.5,1.169511
235516.938,6513477.5,1.169551
234886.938,6513687.5,1.169565
238666.938,6510687.5,1.169573
240196.938,6511167.5,1.169676
235666.938,6513237.5,1.16969
234376.938,6513537.5,1.169714
234256.938,6513207.5,1.169719
240016.938,6512847.5,1.169759
234856.938,6513387.5,1.169786
240046.938,6512847.5,1.169841
234646.938,6512787.5,1.169861
234376.938,6513717.5,1.16989
238846.938,6510807.5,1.169941
240076.938,6513057.5,1.169997
238816.938,6510627.5,1.170189
239176.938,6509997.5,1.170259
238606.938,6511017.5,1.17033
235276.938,6513627.5,1.170452
239866.938,6512097.5,1.170476
238936.938,6509877.5,1.170538
238876.938,6510747.5,1.170648
238996.938,6510477.5,1.170817
234676.938,6512757.5,1.170859
234676.938,6512727.5,1.170932
238996.938,6510597.5,1.170947
235786.938,6512457.5,1.170958
234646.938,6513387.5,1.170972
238696.938,6510687.5,1.171062
235456.938,6511797.5,1.171546
238426.938,6511137.5,1.171562
235756.938,6512607.5,1.171602
238396.938,6511107.5,1.171636
234406.938,6513657.5,1.171674
234046.938,6512787.5,1.171719
234076.938,6512787.5,1.171738
234106.938,6512787.5,1.171749
235516.938,6512247.5,1.171846
235606.938,6513117.5,1.171883
234676.938,6513717.5,1.171903
238636.938,6510777.5,1.17205
235396.938,6513237.5,1.172104
238966.938,6512217.5,1.172116
234916.938,6513327.5,1.172169
233896.938,6512997.5,1.172194
234406.938,6513567.5,1.172272
239056.938,6512067.5,1.172405
238906.938,6512127.5,1.172566
239686.938,6510687.5,1.172569
239086.938,6512067.5,1.172635
238426.938,6511107.5,1.172662
234016.938,6512817.5,1.172717
235666.938,6513267.5,1.172836
239266.938,6510237.5,1.173317
240106.938,6512997.5,1.173392
238306.938,6510147.5,1.173402
234916.938,6513207.5,1.173504
234016.938,6512847.5,1.173566
235726.938,6512607.5,1.173588
234676.938,6513657.5,1.173629
240256.938,6511827.5,1.173762
239836.938,6512547.5,1.173804
235756.938,6512667.5,1.17381
235666.938,6512937.5,1.17449
235606.938,6513147.5,1.174491
238576.938,6510747.5,1.174516
235756.938,6512967.5,1.174555
235696.938,6513027.5,1.174563
235636.938,6512727.5,1.174586
238996.938,6511137.5,1.174653
240226.938,6511437.5,1.174734
234406.938,6512967.5,1.174739
235486.938,6513507.5,1.174813
240166.938,6509727.5,1.174816
234436.938,6512997.5,1.174816
234406.938,6512937.5,1.174909
234436.938,6512967.5,1.174922
234406.938,6513447.5,1.174941
235396.938,6513627.5,1.174944
234466.938,6512937.5,1.17495
234466.938,6512967.5,1.174987
234436.938,6512937.5,1.175008
235876.938,6512367.5,1.175032
234196.938,6513297.5,1.175093
235126.938,6513567.5,1.175139
235726.938,6512577.5,1.175235
234946.938,6513237.5,1.175368
234346.938,6513717.5,1.175574
234946.938,6513207.5,1.175611
234946.938,6513177.5,1.175645
234706.938,6513747.5,1.175683
238366.938,6511107.5,1.175707
234856.938,6513687.5,1.175728
238966.938,6510417.5,1.175752
235426.938,6513207.5,1.175807
234286.938,6513237.5,1.175812
235636.938,6512817.5,1.175852
238696.938,6510717.5,1.175871
238936.938,6512067.5,1.175879
234946.938,6513267.5,1.175886
235516.938,6512307.5,1.17596
235906.938,6512637.5,1.17603
234406.938,6513627.5,1.17609
235366.938,6511857.5,1.176163
239836.938,6512517.5,1.176279
238396.938,6511137.5,1.176394
238816.938,6512127.5,1.176516
234526.938,6513687.5,1.176588
235486.938,6513477.5,1.176601
234436.938,6513027.5,1.176645
